LYLTY_CARD_NBR,TOTAL_SPENDING,TOTAL_TRANSACTIONS,AVG_SALES,LIFESTAGE,PREMIUM_CUSTOMER
2135,5.4,1,5.4,RETIREES,Mainstream
2136,2.1,1,2.1,OLDER SINGLES/COUPLES,Premium
2139,8.7,2,4.35,MIDAGE SINGLES/COUPLES,Premium
2141,2.6,1,2.6,YOUNG SINGLES/COUPLES,Budget
2143,3.9,1,3.9,OLDER SINGLES/COUPLES,Mainstream
2144,8.9,3,2.966666666666667,OLDER SINGLES/COUPLES,Budget
2146,8.399999999999999,2,4.199999999999999,OLDER FAMILIES,Premium
2147,3.8,1,3.8,OLDER SINGLES/COUPLES,Premium
2148,3.0,1,3.0,RETIREES,Budget
2149,3.3,1,3.3,RETIREES,Budget
2150,4.6,1,4.6,RETIREES,Budget
2153,7.1,2,3.55,YOUNG SINGLES/COUPLES,Budget
2154,9.2,3,3.0666666666666664,OLDER SINGLES/COUPLES,Mainstream
2155,11.700000000000001,3,3.9000000000000004,YOUNG SINGLES/COUPLES,Budget
2161,4.6,1,4.6,YOUNG SINGLES/COUPLES,Mainstream
2163,8.8,3,2.9333333333333336,OLDER FAMILIES,Premium
2164,9.2,1,9.2,YOUNG SINGLES/COUPLES,Mainstream
2166,11.8,2,5.9,OLDER SINGLES/COUPLES,Premium
2167,4.5,2,2.25,OLDER SINGLES/COUPLES,Mainstream
2168,6.800000000000001,2,3.4000000000000004,OLDER SINGLES/COUPLES,Mainstream
2169,3.0,1,3.0,YOUNG SINGLES/COUPLES,Premium
2170,5.4,1,5.4,YOUNG SINGLES/COUPLES,Mainstream
2172,1.9,1,1.9,OLDER FAMILIES,Premium
2173,6.6,2,3.3,OLDER FAMILIES,Budget
2175,9.2,1,9.2,OLDER SINGLES/COUPLES,Mainstream
2176,5.9,2,2.95,YOUNG SINGLES/COUPLES,Mainstream
2178,2.7,1,2.7,OLDER SINGLES/COUPLES,Mainstream
2180,3.0,1,3.0,YOUNG FAMILIES,Budget
2181,15.9,5,3.18,YOUNG SINGLES/COUPLES,Mainstream
2182,2.1,1,2.1,OLDER SINGLES/COUPLES,Premium
2183,3.0,1,3.0,OLDER FAMILIES,Mainstream
2184,7.800000000000001,2,3.9000000000000004,YOUNG SINGLES/COUPLES,Mainstream
2185,4.6,1,4.6,YOUNG FAMILIES,Budget
2186,10.4,3,3.466666666666667,OLDER FAMILIES,Mainstream
2188,5.4,1,5.4,YOUNG SINGLES/COUPLES,Mainstream
2190,9.9,2,4.95,YOUNG SINGLES/COUPLES,Mainstream
2191,5.4,1,5.4,OLDER FAMILIES,Budget
2194,1.9,1,1.9,MIDAGE SINGLES/COUPLES,Premium
2196,1.7,1,1.7,YOUNG FAMILIES,Budget
2198,5.800000000000001,2,2.9000000000000004,MIDAGE SINGLES/COUPLES,Mainstream
2199,4.7,2,2.35,OLDER SINGLES/COUPLES,Mainstream
2200,6.0,1,6.0,RETIREES,Budget
2202,15.0,5,3.0,YOUNG SINGLES/COUPLES,Budget
2203,6.0,2,3.0,MIDAGE SINGLES/COUPLES,Budget
2205,8.299999999999999,2,4.1499999999999995,RETIREES,Mainstream
2210,5.300000000000001,2,2.6500000000000004,YOUNG SINGLES/COUPLES,Mainstream
2211,2.9,1,2.9,OLDER SINGLES/COUPLES,Budget
2214,3.7,1,3.7,OLDER SINGLES/COUPLES,Mainstream
2216,7.199999999999999,2,3.5999999999999996,OLDER SINGLES/COUPLES,Premium
2217,8.8,2,4.4,RETIREES,Mainstream
2218,3.0,1,3.0,YOUNG SINGLES/COUPLES,Budget
2219,3.7,1,3.7,OLDER SINGLES/COUPLES,Budget
2220,9.3,2,4.65,OLDER FAMILIES,Budget
2222,3.8,1,3.8,MIDAGE SINGLES/COUPLES,Mainstream
2223,5.1,1,5.1,NEW FAMILIES,Premium
2224,4.6,1,4.6,YOUNG SINGLES/COUPLES,Mainstream
2225,9.5,3,3.1666666666666665,MIDAGE SINGLES/COUPLES,Mainstream
2226,5.3,2,2.65,OLDER FAMILIES,Budget
2227,5.7,1,5.7,RETIREES,Mainstream
2230,14.100000000000001,3,4.7,RETIREES,Premium
2231,4.6,1,4.6,MIDAGE SINGLES/COUPLES,Premium
2232,5.4,1,5.4,MIDAGE SINGLES/COUPLES,Mainstream
2233,4.4,1,4.4,OLDER SINGLES/COUPLES,Budget
2234,2.6,1,2.6,NEW FAMILIES,Mainstream
2236,10.2,3,3.4,OLDER SINGLES/COUPLES,Budget
2237,10.3,3,3.4333333333333336,YOUNG SINGLES/COUPLES,Mainstream
2238,13.200000000000001,3,4.4,RETIREES,Mainstream
2240,3.3,1,3.3,OLDER SINGLES/COUPLES,Budget
2242,7.8,3,2.6,OLDER SINGLES/COUPLES,Budget
2244,17.2,3,5.733333333333333,YOUNG SINGLES/COUPLES,Budget
2245,1.7,1,1.7,OLDER FAMILIES,Budget
2246,2.7,1,2.7,MIDAGE SINGLES/COUPLES,Premium
2247,9.100000000000001,2,4.550000000000001,YOUNG SINGLES/COUPLES,Premium
2248,3.8,1,3.8,RETIREES,Mainstream
2250,12.700000000000001,4,3.1750000000000003,YOUNG SINGLES/COUPLES,Mainstream
2253,2.6,1,2.6,RETIREES,Budget
2254,6.5,1,6.5,YOUNG SINGLES/COUPLES,Mainstream
2255,4.6,1,4.6,OLDER SINGLES/COUPLES,Budget
2256,7.9,3,2.6333333333333333,MIDAGE SINGLES/COUPLES,Budget
2257,11.8,3,3.9333333333333336,OLDER SINGLES/COUPLES,Premium
2258,4.4,1,4.4,OLDER FAMILIES,Budget
2259,3.0,1,3.0,YOUNG FAMILIES,Premium
2260,9.899999999999999,3,3.2999999999999994,YOUNG FAMILIES,Mainstream
2262,9.2,1,9.2,YOUNG SINGLES/COUPLES,Premium
2265,4.2,1,4.2,RETIREES,Budget
2270,9.4,4,2.35,YOUNG SINGLES/COUPLES,Budget
2272,1.5,1,1.5,YOUNG SINGLES/COUPLES,Budget
2273,6.6,2,3.3,YOUNG SINGLES/COUPLES,Mainstream
2274,12.4,3,4.133333333333334,YOUNG FAMILIES,Mainstream
2277,4.2,1,4.2,YOUNG SINGLES/COUPLES,Mainstream
2278,4.4,1,4.4,RETIREES,Premium
2279,8.9,3,2.966666666666667,OLDER SINGLES/COUPLES,Premium
2280,2.9,1,2.9,OLDER SINGLES/COUPLES,Premium
2281,1.7,1,1.7,RETIREES,Mainstream
2283,9.2,1,9.2,RETIREES,Budget
2285,5.4,1,5.4,YOUNG SINGLES/COUPLES,Mainstream
2286,3.3,1,3.3,YOUNG SINGLES/COUPLES,Premium
2287,4.6,1,4.6,RETIREES,Mainstream
2288,9.100000000000001,2,4.550000000000001,YOUNG SINGLES/COUPLES,Mainstream
2292,4.4,1,4.4,YOUNG FAMILIES,Budget
2294,5.7,1,5.7,MIDAGE SINGLES/COUPLES,Mainstream
2295,3.0,1,3.0,YOUNG SINGLES/COUPLES,Premium
2298,1.5,1,1.5,RETIREES,Mainstream
2302,7.4,2,3.7,RETIREES,Mainstream
2303,1.9,1,1.9,RETIREES,Mainstream
2304,7.8,2,3.9,OLDER SINGLES/COUPLES,Budget
2305,5.4,1,5.4,RETIREES,Premium
2309,4.3,2,2.15,OLDER SINGLES/COUPLES,Budget
2310,2.6,1,2.6,OLDER FAMILIES,Budget
2311,19.299999999999997,5,3.8599999999999994,NEW FAMILIES,Mainstream
2313,4.6,1,4.6,MIDAGE SINGLES/COUPLES,Premium
2315,3.3,1,3.3,YOUNG SINGLES/COUPLES,Mainstream
2319,6.7,2,3.35,MIDAGE SINGLES/COUPLES,Premium
2320,7.5,2,3.75,YOUNG SINGLES/COUPLES,Premium
2323,1.9,1,1.9,YOUNG FAMILIES,Budget
2324,6.0,2,3.0,YOUNG SINGLES/COUPLES,Premium
2326,14.200000000000001,2,7.1000000000000005,RETIREES,Budget
2327,5.7,1,5.7,YOUNG SINGLES/COUPLES,Mainstream
2328,4.2,1,4.2,YOUNG FAMILIES,Budget
2330,8.8,1,8.8,YOUNG SINGLES/COUPLES,Premium
2331,2.9,1,2.9,YOUNG SINGLES/COUPLES,Budget
2332,4.6,1,4.6,YOUNG SINGLES/COUPLES,Mainstream
2335,5.7,1,5.7,RETIREES,Budget
2339,2.8,1,2.8,OLDER SINGLES/COUPLES,Premium
2340,6.5,2,3.25,OLDER SINGLES/COUPLES,Mainstream
2342,1.7,1,1.7,OLDER SINGLES/COUPLES,Mainstream
2344,3.9,1,3.9,OLDER SINGLES/COUPLES,Premium
2345,10.4,3,3.466666666666667,OLDER FAMILIES,Premium
2346,9.5,2,4.75,OLDER FAMILIES,Premium
2347,3.0,1,3.0,YOUNG SINGLES/COUPLES,Budget
2348,3.3,1,3.3,OLDER SINGLES/COUPLES,Budget
2349,7.699999999999999,2,3.8499999999999996,YOUNG SINGLES/COUPLES,Mainstream
2353,8.399999999999999,2,4.199999999999999,RETIREES,Mainstream
2354,13.799999999999999,2,6.8999999999999995,RETIREES,Budget
2356,7.5,2,3.75,RETIREES,Premium
2358,6.8,2,3.4,YOUNG FAMILIES,Mainstream
2361,8.0,3,2.6666666666666665,OLDER FAMILIES,Mainstream
2362,4.6,1,4.6,OLDER SINGLES/COUPLES,Premium
2363,2.1,1,2.1,YOUNG FAMILIES,Budget
2364,5.8,2,2.9,OLDER FAMILIES,Mainstream
2365,2.1,1,2.1,RETIREES,Mainstream
2367,4.2,1,4.2,OLDER SINGLES/COUPLES,Mainstream
2368,7.699999999999999,2,3.8499999999999996,MIDAGE SINGLES/COUPLES,Mainstream
2369,5.9,1,5.9,YOUNG SINGLES/COUPLES,Mainstream
2370,4.4,1,4.4,YOUNG FAMILIES,Budget
2371,2.7,1,2.7,OLDER SINGLES/COUPLES,Budget
2372,4.6,1,4.6,NEW FAMILIES,Budget
2373,15.0,1,15.0,MIDAGE SINGLES/COUPLES,Budget
2375,5.0,2,2.5,RETIREES,Mainstream
2376,12.0,3,4.0,OLDER SINGLES/COUPLES,Budget
2377,5.7,1,5.7,YOUNG SINGLES/COUPLES,Budget
2378,3.8,1,3.8,OLDER SINGLES/COUPLES,Premium
2380,12.5,3,4.166666666666667,OLDER FAMILIES,Mainstream
2381,2.7,1,2.7,OLDER SINGLES/COUPLES,Budget
2382,8.8,2,4.4,MIDAGE SINGLES/COUPLES,Premium
2383,5.7,1,5.7,YOUNG FAMILIES,Budget
2384,8.399999999999999,2,4.199999999999999,MIDAGE SINGLES/COUPLES,Mainstream
2385,12.2,3,4.066666666666666,YOUNG FAMILIES,Premium
2386,5.800000000000001,2,2.9000000000000004,MIDAGE SINGLES/COUPLES,Budget
2387,4.2,1,4.2,NEW FAMILIES,Mainstream
2389,3.3,1,3.3,MIDAGE SINGLES/COUPLES,Budget
2394,3.0,1,3.0,RETIREES,Mainstream
2395,3.0,1,3.0,YOUNG FAMILIES,Premium
2396,11.799999999999999,2,5.8999999999999995,RETIREES,Budget
2398,10.0,2,5.0,RETIREES,Mainstream
2399,3.7,1,3.7,YOUNG FAMILIES,Budget
2400,6.5,1,6.5,YOUNG SINGLES/COUPLES,Mainstream
2401,7.0,2,3.5,OLDER SINGLES/COUPLES,Mainstream
2402,7.5,3,2.5,YOUNG FAMILIES,Budget
2404,11.7,3,3.9,OLDER SINGLES/COUPLES,Premium
2409,2.4,1,2.4,OLDER SINGLES/COUPLES,Mainstream
2410,3.0,1,3.0,OLDER SINGLES/COUPLES,Budget
2411,11.3,3,3.766666666666667,RETIREES,Mainstream
2412,3.0,1,3.0,NEW FAMILIES,Budget
2413,9.5,2,4.75,RETIREES,Budget
2414,7.6,1,7.6,OLDER SINGLES/COUPLES,Mainstream
2415,7.0,2,3.5,YOUNG FAMILIES,Budget
2417,13.1,4,3.275,OLDER SINGLES/COUPLES,Mainstream
2418,4.6,1,4.6,YOUNG SINGLES/COUPLES,Premium
2419,1.7,1,1.7,YOUNG SINGLES/COUPLES,Premium
2421,3.7,1,3.7,MIDAGE SINGLES/COUPLES,Mainstream
2425,9.8,2,4.9,YOUNG SINGLES/COUPLES,Mainstream
2426,13.8,1,13.8,MIDAGE SINGLES/COUPLES,Budget
2427,7.1000000000000005,2,3.5500000000000003,OLDER SINGLES/COUPLES,Mainstream
2428,15.2,2,7.6,YOUNG FAMILIES,Budget
2429,16.5,4,4.125,OLDER FAMILIES,Mainstream
2430,6.6,1,6.6,YOUNG SINGLES/COUPLES,Budget
2431,4.4,1,4.4,RETIREES,Premium
2433,2.7,1,2.7,OLDER SINGLES/COUPLES,Budget
2434,4.6,1,4.6,RETIREES,Mainstream
2437,16.0,2,8.0,RETIREES,Mainstream
2438,9.5,2,4.75,MIDAGE SINGLES/COUPLES,Budget
2439,3.0,1,3.0,RETIREES,Premium
2441,1.9,1,1.9,MIDAGE SINGLES/COUPLES,Mainstream
2444,3.7,1,3.7,MIDAGE SINGLES/COUPLES,Budget
2447,6.7,2,3.35,YOUNG SINGLES/COUPLES,Mainstream
2448,3.7,1,3.7,YOUNG FAMILIES,Premium
2450,13.0,4,3.25,OLDER SINGLES/COUPLES,Budget
2451,21.900000000000002,3,7.300000000000001,NEW FAMILIES,Budget
2452,12.799999999999999,2,6.3999999999999995,OLDER SINGLES/COUPLES,Budget
2454,6.300000000000001,2,3.1500000000000004,MIDAGE SINGLES/COUPLES,Budget
2456,4.2,1,4.2,YOUNG SINGLES/COUPLES,Budget
2457,8.8,1,8.8,YOUNG SINGLES/COUPLES,Mainstream
2458,11.8,1,11.8,YOUNG SINGLES/COUPLES,Premium
2460,8.8,1,8.8,OLDER SINGLES/COUPLES,Premium
2466,5.4,1,5.4,YOUNG SINGLES/COUPLES,Budget
2467,2.6,1,2.6,OLDER SINGLES/COUPLES,Premium
2468,3.6,1,3.6,OLDER SINGLES/COUPLES,Budget
2469,4.2,1,4.2,OLDER FAMILIES,Mainstream
2470,6.300000000000001,2,3.1500000000000004,YOUNG FAMILIES,Budget
2471,2.7,1,2.7,YOUNG FAMILIES,Premium
2472,4.4,1,4.4,YOUNG FAMILIES,Premium
2477,8.5,2,4.25,YOUNG SINGLES/COUPLES,Premium
2478,10.3,2,5.15,OLDER SINGLES/COUPLES,Premium
2479,2.6,1,2.6,YOUNG FAMILIES,Budget
2480,4.4,2,2.2,RETIREES,Premium
2481,3.0,1,3.0,MIDAGE SINGLES/COUPLES,Budget
2482,6.6,2,3.3,RETIREES,Budget
2483,2.7,1,2.7,OLDER SINGLES/COUPLES,Premium
2484,4.2,1,4.2,RETIREES,Mainstream
2486,2.6,1,2.6,OLDER FAMILIES,Premium
2489,10.8,2,5.4,YOUNG FAMILIES,Mainstream
2491,8.100000000000001,2,4.050000000000001,MIDAGE SINGLES/COUPLES,Premium
2492,4.4,2,2.2,OLDER SINGLES/COUPLES,Mainstream
2493,2.6,1,2.6,YOUNG SINGLES/COUPLES,Premium
2494,2.7,1,2.7,YOUNG SINGLES/COUPLES,Mainstream
3000,22.8,2,11.4,OLDER SINGLES/COUPLES,Budget
3001,43.0,5,8.6,YOUNG FAMILIES,Budget
3002,38.6,5,7.720000000000001,OLDER SINGLES/COUPLES,Premium
3003,39.0,5,7.8,RETIREES,Budget
3004,48.0,5,9.6,RETIREES,Premium
3005,35.6,5,7.12,RETIREES,Mainstream
3006,15.799999999999999,2,7.8999999999999995,YOUNG SINGLES/COUPLES,Mainstream
3007,48.400000000000006,5,9.680000000000001,MIDAGE SINGLES/COUPLES,Mainstream
3008,26.0,3,8.666666666666666,RETIREES,Budget
3009,12.0,2,6.0,OLDER SINGLES/COUPLES,Mainstream
3010,11.4,1,11.4,RETIREES,Mainstream
3011,30.5,4,7.625,RETIREES,Premium
3012,34.6,4,8.65,OLDER FAMILIES,Budget
3013,12.2,2,6.1,OLDER FAMILIES,Premium
3014,68.0,7,9.714285714285714,YOUNG SINGLES/COUPLES,Mainstream
3015,53.599999999999994,6,8.933333333333332,YOUNG FAMILIES,Budget
3016,25.4,3,8.466666666666667,YOUNG FAMILIES,Budget
3017,20.200000000000003,2,10.100000000000001,RETIREES,Mainstream
3018,18.4,2,9.2,OLDER SINGLES/COUPLES,Budget
3019,37.2,4,9.3,OLDER SINGLES/COUPLES,Mainstream
3020,31.6,4,7.9,MIDAGE SINGLES/COUPLES,Premium
3022,80.9,9,8.988888888888889,YOUNG FAMILIES,Budget
3023,26.0,3,8.666666666666666,MIDAGE SINGLES/COUPLES,Premium
3024,49.9,6,8.316666666666666,OLDER SINGLES/COUPLES,Premium
3025,43.2,5,8.64,YOUNG FAMILIES,Premium
3026,25.4,3,8.466666666666667,YOUNG SINGLES/COUPLES,Mainstream
3027,27.2,3,9.066666666666666,OLDER SINGLES/COUPLES,Premium
3028,31.8,4,7.95,YOUNG FAMILIES,Mainstream
3029,10.2,1,10.2,MIDAGE SINGLES/COUPLES,Premium
3030,31.799999999999997,4,7.949999999999999,OLDER SINGLES/COUPLES,Premium
3031,55.9,6,9.316666666666666,YOUNG SINGLES/COUPLES,Mainstream
3032,29.4,3,9.799999999999999,YOUNG SINGLES/COUPLES,Mainstream
3033,29.8,5,5.96,RETIREES,Budget
3034,21.4,2,10.7,RETIREES,Mainstream
3035,40.0,4,10.0,OLDER SINGLES/COUPLES,Budget
3036,57.0,7,8.142857142857142,NEW FAMILIES,Mainstream
3037,17.799999999999997,2,8.899999999999999,OLDER SINGLES/COUPLES,Budget
3038,24.0,3,8.0,RETIREES,Budget
3039,21.6,2,10.8,YOUNG SINGLES/COUPLES,Budget
3040,35.0,4,8.75,RETIREES,Budget
3041,23.5,3,7.833333333333333,YOUNG SINGLES/COUPLES,Budget
3042,27.6,3,9.200000000000001,MIDAGE SINGLES/COUPLES,Premium
3043,44.8,5,8.959999999999999,RETIREES,Premium
3044,55.400000000000006,6,9.233333333333334,RETIREES,Premium
3045,51.6,5,10.32,RETIREES,Mainstream
3046,31.4,3,10.466666666666667,OLDER SINGLES/COUPLES,Premium
3047,17.1,3,5.7,OLDER FAMILIES,Mainstream
3048,46.0,5,9.2,OLDER SINGLES/COUPLES,Premium
3049,30.200000000000003,4,7.550000000000001,OLDER FAMILIES,Mainstream
3050,26.6,3,8.866666666666667,YOUNG FAMILIES,Premium
3051,22.7,3,7.566666666666666,OLDER SINGLES/COUPLES,Budget
3052,38.2,4,9.55,MIDAGE SINGLES/COUPLES,Mainstream
3053,16.0,2,8.0,OLDER SINGLES/COUPLES,Mainstream
3054,63.0,7,9.0,YOUNG FAMILIES,Budget
3055,62.099999999999994,8,7.762499999999999,OLDER FAMILIES,Mainstream
3056,63.800000000000004,7,9.114285714285716,OLDER FAMILIES,Budget
3057,31.6,4,7.9,OLDER SINGLES/COUPLES,Mainstream
3058,43.400000000000006,5,8.680000000000001,OLDER SINGLES/COUPLES,Mainstream
3059,16.0,2,8.0,RETIREES,Mainstream
3060,55.8,6,9.299999999999999,RETIREES,Mainstream
3061,52.4,6,8.733333333333333,YOUNG FAMILIES,Mainstream
3062,34.6,4,8.65,OLDER SINGLES/COUPLES,Budget
3063,28.8,3,9.6,RETIREES,Premium
3064,20.200000000000003,2,10.100000000000001,RETIREES,Mainstream
3065,34.2,4,8.55,RETIREES,Mainstream
3066,45.0,5,9.0,YOUNG SINGLES/COUPLES,Mainstream
3067,20.4,3,6.8,RETIREES,Premium
3068,49.6,6,8.266666666666667,OLDER FAMILIES,Mainstream
3069,45.8,5,9.16,OLDER SINGLES/COUPLES,Mainstream
3070,33.8,4,8.45,OLDER FAMILIES,Budget
3071,27.0,3,9.0,YOUNG SINGLES/COUPLES,Budget
3072,35.6,4,8.9,RETIREES,Budget
3073,35.6,4,8.9,YOUNG SINGLES/COUPLES,Mainstream
3074,16.4,2,8.2,RETIREES,Mainstream
3075,31.799999999999997,3,10.6,YOUNG SINGLES/COUPLES,Mainstream
3076,16.4,2,8.2,RETIREES,Mainstream
3077,47.8,6,7.966666666666666,RETIREES,Premium
3078,61.8,8,7.725,OLDER FAMILIES,Premium
3079,50.2,6,8.366666666666667,OLDER SINGLES/COUPLES,Budget
3080,28.0,3,9.333333333333334,RETIREES,Budget
3081,46.4,6,7.733333333333333,RETIREES,Budget
3082,27.599999999999998,3,9.2,YOUNG SINGLES/COUPLES,Premium
3083,7.2,1,7.2,YOUNG SINGLES/COUPLES,Mainstream
3084,7.4,1,7.4,OLDER FAMILIES,Premium
3085,52.0,6,8.666666666666666,RETIREES,Premium
3086,42.400000000000006,5,8.48,OLDER SINGLES/COUPLES,Budget
3087,14.0,2,7.0,RETIREES,Budget
3088,74.0,8,9.25,OLDER FAMILIES,Budget
3089,28.700000000000003,4,7.175000000000001,OLDER SINGLES/COUPLES,Mainstream
3090,25.799999999999997,3,8.6,YOUNG FAMILIES,Budget
3091,41.6,5,8.32,OLDER SINGLES/COUPLES,Mainstream
3092,42.2,5,8.440000000000001,RETIREES,Mainstream
3093,45.199999999999996,6,7.533333333333332,YOUNG SINGLES/COUPLES,Mainstream
3094,7.6,1,7.6,MIDAGE SINGLES/COUPLES,Mainstream
3095,50.2,6,8.366666666666667,OLDER SINGLES/COUPLES,Premium
3096,36.2,4,9.05,RETIREES,Mainstream
3097,39.199999999999996,5,7.839999999999999,RETIREES,Budget
3098,7.4,1,7.4,YOUNG SINGLES/COUPLES,Budget
3099,8.8,1,8.8,RETIREES,Mainstream
3100,18.200000000000003,2,9.100000000000001,OLDER FAMILIES,Mainstream
3101,79.6,9,8.844444444444443,YOUNG SINGLES/COUPLES,Premium
3102,12.600000000000001,2,6.300000000000001,YOUNG FAMILIES,Premium
3103,33.7,4,8.425,RETIREES,Premium
3104,38.6,4,9.65,YOUNG SINGLES/COUPLES,Budget
3105,31.5,4,7.875,OLDER SINGLES/COUPLES,Mainstream
3106,32.6,4,8.15,YOUNG SINGLES/COUPLES,Budget
3107,14.0,2,7.0,OLDER SINGLES/COUPLES,Premium
3108,39.4,4,9.85,YOUNG SINGLES/COUPLES,Budget
3109,11.4,1,11.4,YOUNG SINGLES/COUPLES,Budget
3110,45.2,5,9.040000000000001,YOUNG SINGLES/COUPLES,Mainstream
3111,10.8,1,10.8,RETIREES,Premium
3112,11.8,1,11.8,NEW FAMILIES,Premium
3113,17.6,2,8.8,YOUNG SINGLES/COUPLES,Mainstream
3114,43.8,5,8.76,MIDAGE SINGLES/COUPLES,Mainstream
3115,7.8,1,7.8,MIDAGE SINGLES/COUPLES,Mainstream
3116,28.6,3,9.533333333333333,YOUNG SINGLES/COUPLES,Mainstream
3117,32.05,4,8.0125,MIDAGE SINGLES/COUPLES,Premium
3118,18.7,3,6.233333333333333,YOUNG SINGLES/COUPLES,Mainstream
3119,30.0,4,7.5,RETIREES,Premium
3120,35.0,5,7.0,YOUNG SINGLES/COUPLES,Mainstream
3121,27.0,3,9.0,OLDER FAMILIES,Budget
3122,6.6,1,6.6,OLDER FAMILIES,Budget
3123,70.39999999999999,8,8.799999999999999,OLDER SINGLES/COUPLES,Budget
3124,20.200000000000003,2,10.100000000000001,RETIREES,Budget
3125,43.2,5,8.64,OLDER SINGLES/COUPLES,Budget
3126,37.6,4,9.4,RETIREES,Premium
3127,67.0,8,8.375,OLDER FAMILIES,Mainstream
3128,36.1,5,7.220000000000001,OLDER SINGLES/COUPLES,Premium
3129,67.6,7,9.657142857142857,OLDER FAMILIES,Budget
3130,23.4,3,7.8,YOUNG FAMILIES,Mainstream
3131,38.6,4,9.65,YOUNG SINGLES/COUPLES,Mainstream
3132,37.199999999999996,4,9.299999999999999,OLDER SINGLES/COUPLES,Premium
3133,34.4,4,8.6,NEW FAMILIES,Premium
3134,35.0,4,8.75,MIDAGE SINGLES/COUPLES,Mainstream
3135,22.4,3,7.466666666666666,YOUNG FAMILIES,Premium
3136,10.2,1,10.2,NEW FAMILIES,Premium
3137,41.6,5,8.32,MIDAGE SINGLES/COUPLES,Mainstream
3138,30.0,4,7.5,RETIREES,Premium
3139,12.2,2,6.1,OLDER SINGLES/COUPLES,Premium
3140,30.8,4,7.7,OLDER SINGLES/COUPLES,Mainstream
3141,68.5,8,8.5625,YOUNG FAMILIES,Budget
3142,28.4,3,9.466666666666667,YOUNG SINGLES/COUPLES,Premium
3143,29.8,3,9.933333333333334,OLDER SINGLES/COUPLES,Premium
3144,57.8,7,8.257142857142856,RETIREES,Premium
3145,16.6,2,8.3,YOUNG SINGLES/COUPLES,Budget
3146,56.8,6,9.466666666666667,YOUNG SINGLES/COUPLES,Mainstream
3147,55.3,6,9.216666666666667,OLDER FAMILIES,Budget
3148,22.799999999999997,3,7.599999999999999,RETIREES,Mainstream
3149,34.1,5,6.82,RETIREES,Mainstream
3150,12.5,2,6.25,YOUNG FAMILIES,Mainstream
3151,18.1,3,6.033333333333334,RETIREES,Mainstream
3152,47.0,5,9.4,RETIREES,Mainstream
3153,116.4,13,8.953846153846154,MIDAGE SINGLES/COUPLES,Premium
3154,26.0,3,8.666666666666666,RETIREES,Mainstream
3155,16.4,2,8.2,YOUNG SINGLES/COUPLES,Budget
3156,49.1,6,8.183333333333334,RETIREES,Mainstream
3157,25.4,3,8.466666666666667,OLDER SINGLES/COUPLES,Mainstream
3158,52.599999999999994,6,8.766666666666666,OLDER SINGLES/COUPLES,Mainstream
3159,27.0,3,9.0,MIDAGE SINGLES/COUPLES,Mainstream
3160,34.0,4,8.5,OLDER SINGLES/COUPLES,Premium
3161,34.9,5,6.9799999999999995,RETIREES,Premium
3162,53.4,6,8.9,OLDER SINGLES/COUPLES,Budget
3163,25.6,3,8.533333333333333,YOUNG FAMILIES,Mainstream
3164,52.0,5,10.4,MIDAGE SINGLES/COUPLES,Budget
3165,33.6,3,11.200000000000001,OLDER SINGLES/COUPLES,Premium
3166,44.8,5,8.959999999999999,OLDER SINGLES/COUPLES,Premium
3167,49.4,6,8.233333333333333,MIDAGE SINGLES/COUPLES,Budget
3168,16.0,2,8.0,YOUNG SINGLES/COUPLES,Mainstream
3169,25.4,3,8.466666666666667,NEW FAMILIES,Mainstream
3170,46.0,5,9.2,YOUNG SINGLES/COUPLES,Mainstream
3171,27.2,4,6.8,OLDER SINGLES/COUPLES,Budget
3172,68.3,9,7.588888888888889,RETIREES,Budget
3173,16.0,2,8.0,OLDER SINGLES/COUPLES,Mainstream
3174,42.0,5,8.4,OLDER SINGLES/COUPLES,Mainstream
3175,67.4,8,8.425,YOUNG FAMILIES,Budget
3176,23.0,3,7.666666666666667,OLDER FAMILIES,Mainstream
3177,23.2,3,7.733333333333333,NEW FAMILIES,Premium
3178,8.4,1,8.4,OLDER SINGLES/COUPLES,Budget
3179,38.0,4,9.5,YOUNG FAMILIES,Mainstream
3180,38.6,5,7.720000000000001,RETIREES,Budget
3181,43.0,4,10.75,OLDER SINGLES/COUPLES,Premium
3182,55.4,6,9.233333333333333,YOUNG SINGLES/COUPLES,Mainstream
3183,54.2,6,9.033333333333333,OLDER SINGLES/COUPLES,Mainstream
3184,38.0,5,7.6,NEW FAMILIES,Budget
3185,51.0,6,8.5,OLDER SINGLES/COUPLES,Premium
3186,39.4,4,9.85,RETIREES,Budget
3187,22.0,3,7.333333333333333,RETIREES,Budget
3188,50.4,7,7.2,NEW FAMILIES,Budget
3189,18.6,3,6.2,RETIREES,Budget
3190,32.4,5,6.4799999999999995,OLDER SINGLES/COUPLES,Mainstream
3191,73.6,9,8.177777777777777,RETIREES,Budget
3192,7.6,1,7.6,YOUNG FAMILIES,Mainstream
3193,30.0,3,10.0,YOUNG FAMILIES,Premium
3194,63.0,7,9.0,OLDER FAMILIES,Budget
3195,8.8,1,8.8,RETIREES,Mainstream
3196,46.2,5,9.24,MIDAGE SINGLES/COUPLES,Premium
3197,39.0,5,7.8,RETIREES,Mainstream
3198,66.0,8,8.25,OLDER SINGLES/COUPLES,Premium
3199,18.0,2,9.0,OLDER SINGLES/COUPLES,Budget
3201,49.0,6,8.166666666666666,OLDER SINGLES/COUPLES,Budget
